0	137
0	239
0	397
0	487
0	581
0	699
0	848
0	923
0	1041
0	1087
0	1292
0	1500
0	2109
0	2195
0	2425
0	3187
0	3242
0	3504
0	3696
0	3759
1	244
1	325
1	504
1	588
1	776
1	1023
1	1773
1	1784
1	1911
1	2125
1	2333
1	2343
1	2367
1	2474
1	2633
1	2743
1	2871
1	3032
1	3061
1	3165
1	3464
2	92
2	112
2	222
2	502
2	686
2	1092
2	1310
2	1326
2	1604
2	1654
2	1972
2	2157
2	2321
2	2722
2	2806
2	3105
2	3107
2	3299
2	3364
2	3652
2	3749
3	48
3	265
3	335
3	410
3	448
3	546
3	576
3	782
3	1108
3	1273
3	1341
3	1438
3	1451
3	1452
3	2077
3	2155
3	2203
3	2750
3	3243
3	3425
3	3480
3	3654
3	3710
4	393
4	1169
4	1429
4	1516
4	1655
4	1709
4	1775
4	2040
4	2061
4	2171
4	2232
4	2663
4	2749
4	2789
4	2837
4	2920
4	3022
4	3466
4	3566
4	3646
5	225
5	261
5	300
5	741
5	1331
5	1350
5	1382
5	1390
5	1806
5	1904
5	2206
5	2241
5	2876
5	2946
5	2960
5	3094
5	3297
5	3315
5	3615
5	3789
6	108
6	617
6	949
6	984
6	1005
6	1312
6	1325
6	1476
6	1520
6	1576
6	1962
6	2152
6	2159
6	2166
6	2593
6	2702
6	2738
6	2940
6	3193
6	3300
6	3548
6	3723
6	3737
7	160
7	360
7	526
7	745
7	789
7	885
7	1283
7	1432
7	1519
7	1549
7	1741
7	1836
7	1889
7	2039
7	2158
7	2754
7	2952
7	3267
7	3378
7	3601
7	3758
8	42
8	195
8	462
8	553
8	653
8	922
8	1100
8	1459
8	1712
8	1735
8	1931
8	2082
8	2123
8	2149
8	2249
8	2440
8	2454
8	3222
8	3347
8	3714
9	34
9	75
9	185
9	616
9	1225
9	1233
9	1317
9	1507
9	1689
9	1919
9	1987
9	2192
9	2407
9	2437
9	2492
9	2530
9	2854
9	2862
9	3018
9	3085
9	3544
10	170
10	327
10	749
10	873
10	894
10	1159
10	1187
10	1262
10	1314
10	1322
10	1450
10	1783
10	1845
10	2147
10	2372
10	3025
10	3026
10	3363
10	3399
10	3467
10	3506
11	107
11	129
11	131
11	417
11	706
11	1059
11	1318
11	1348
11	1733
11	2263
11	2303
11	2402
11	2493
11	2554
11	2596
11	2606
11	3062
11	3239
11	3345
11	3600
11	3635
11	3709
12	179
12	352
12	744
12	986
12	1049
12	1155
12	1171
12	1398
12	1592
12	1679
12	1699
12	1838
12	1905
12	1941
12	2561
12	2572
12	2642
12	3130
12	3322
12	3621
13	42
13	390
13	523
13	553
13	754
13	1140
13	1459
13	1479
13	1504
13	1511
13	1521
13	1780
13	1812
13	2631
13	2686
13	2824
13	2898
13	3133
13	3185
13	3290
13	3580
14	218
14	331
14	820
14	869
14	893
14	1280
14	1425
14	1656
14	1953
14	2269
14	2419
14	3034
14	3257
14	3354
14	3473
14	3496
14	3547
14	3677
14	3688
14	3771
15	57
15	495
15	600
15	724
15	967
15	1146
15	1481
15	1934
15	2064
15	2120
15	2382
15	2434
15	2494
15	2541
15	2583
15	2676
15	2812
15	2855
15	3235
15	3279
15	3405
15	3486
15	3556
16	115
16	179
16	238
16	628
16	710
16	927
16	1155
16	1367
16	1398
16	1434
16	1592
16	1699
16	1838
16	2026
16	2243
16	2349
16	2642
16	3130
16	3220
16	3499
16	3526
17	139
17	171
17	498
17	515
17	548
17	814
17	870
17	1381
17	1948
17	1989
17	2003
17	2074
17	2176
17	2391
17	2450
17	2772
17	3229
17	3338
17	3448
17	3449
18	45
18	311
18	374
18	805
18	955
18	1192
18	1465
18	1499
18	1758
18	1777
18	2015
18	2257
18	2694
18	2776
18	3143
18	3151
18	3231
18	3515
18	3570
18	3618
19	39
19	359
19	689
19	715
19	800
19	1329
19	1583
19	1671
19	1781
19	1902
19	2118
19	2307
19	2388
19	2420
19	2600
19	2637
19	2681
19	2769
19	2900
19	2912
19	3359
19	3656
20	77
20	210
20	217
20	224
20	249
20	334
20	394
20	456
20	618
20	756
20	794
20	895
20	1441
20	1478
20	1867
20	2218
20	2247
20	2981
20	2993
20	3040
20	3148
20	3708
21	65
21	265
21	335
21	410
21	596
21	612
21	871
21	952
21	1166
21	1303
21	1729
21	1778
21	2155
21	2750
21	2891
21	2943
21	3081
21	3194
21	3240
21	3357
21	3412
22	194
22	282
22	357
22	614
22	622
22	928
22	1177
22	1182
22	1320
22	1828
22	1982
22	2172
22	2374
22	2424
22	2468
22	2778
22	3106
22	3139
22	3374
22	3567
23	33
23	314
23	913
23	1356
23	1463
23	1624
23	1786
23	2049
23	2239
23	2398
23	2604
23	2683
23	2828
23	2844
23	3215
23	3321
23	3491
23	3527
23	3539
23	3717
24	208
24	482
24	685
24	1234
24	2030
24	2097
24	2199
24	2302
24	2656
24	2839
24	3043
24	3086
24	3097
24	3197
24	3262
24	3376
24	3461
24	3509
24	3534
24	3564
24	3627
25	288
25	374
25	491
25	571
25	696
25	828
25	961
25	1054
25	1181
25	1258
25	1466
25	1939
25	1954
25	2043
25	2436
25	2529
25	2833
25	2887
25	3310
25	3687
26	73
26	138
26	249
26	401
26	408
26	540
26	861
26	921
26	1010
26	1083
26	1149
26	1400
26	1846
26	1859
26	2153
26	2165
26	2312
26	2503
26	2856
26	2923
26	3406
27	74
27	125
27	396
27	530
27	615
27	1128
27	1376
27	1445
27	1599
27	1637
27	1725
27	1756
27	1892
27	1914
27	2011
27	2117
27	2320
27	2331
27	2906
27	3136
27	3140
27	3667
28	109
28	181
28	268
28	307
28	516
28	542
28	970
28	1337
28	1395
28	1404
28	1489
28	1559
28	1791
28	1918
28	2336
28	2475
28	2918
28	3369
28	3447
28	3790
29	99
29	206
29	346
29	659
29	801
29	840
29	872
29	1586
29	1749
29	1899
29	2142
29	2328
29	2589
29	2660
29	3048
29	3073
29	3152
29	3289
29	3623
29	3628
29	3792
30	298
30	469
30	485
30	905
30	1006
30	1121
30	1228
30	1462
30	1494
30	2144
30	2238
30	2299
30	2653
30	2834
30	2964
30	3123
30	3327
30	3488
30	3568
30	3593
31	292
31	465
31	628
31	932
31	1367
31	1613
31	1660
31	1699
31	2026
31	2028
31	2161
31	2243
31	2556
31	2599
31	2673
31	2835
31	3201
31	3220
31	3526
31	3529
32	163
32	258
32	328
32	655
32	684
32	831
32	1352
32	1401
32	1694
32	1747
32	1751
32	2217
32	2612
32	2638
32	2909
32	3078
32	3100
32	3700
32	3757
32	3788
33	23
33	314
33	387
33	722
33	913
33	926
33	1624
33	1728
33	1786
33	1885
33	2049
33	2239
33	2844
33	3250
33	3435
33	3527
33	3539
33	3563
33	3571
33	3717
34	9
34	363
34	453
34	481
34	616
34	1233
34	1296
34	1317
34	1507
34	2192
34	2306
34	2407
34	2492
34	2530
34	2854
34	2862
34	3018
34	3248
34	3544
34	3645
35	36
35	87
35	156
35	242
35	574
35	843
35	860
35	973
35	1446
35	1448
35	1529
35	1832
35	1961
35	2405
35	2860
35	2967
35	3284
35	3328
35	3330
35	3446
35	3528
36	35
36	84
36	381
36	508
36	647
36	843
36	982
36	1053
36	1446
36	1529
36	1832
36	1961
36	2240
36	2326
36	2405
36	3284
36	3319
36	3330
36	3362
36	3528
36	3718
37	52
37	222
37	592
37	686
37	930
37	988
37	1067
37	1098
37	1208
37	1654
37	1817
37	1965
37	1972
37	2157
37	2321
37	2716
37	3107
37	3199
37	3607
37	3673
37	3678
38	246
38	388
38	577
38	594
38	867
38	892
38	935
38	957
38	1189
38	1223
38	1532
38	1650
38	1803
38	2212
38	2283
38	2519
38	2710
38	3162
38	3171
38	3384
38	3417
38	3775
39	19
39	142
39	1068
39	1104
39	1276
39	1304
39	1583
39	1781
39	2118
39	2420
39	2600
39	2613
39	2637
39	2769
39	2813
39	2900
39	3282
39	3359
39	3656
39	3691
40	347
40	399
40	503
40	593
40	611
40	712
40	757
40	929
40	1026
40	1221
40	1315
40	1339
40	1710
40	1917
40	2022
40	2252
40	2259
40	2919
40	2950
40	3088
40	3352
41	165
41	322
41	442
41	513
41	729
41	753
41	768
41	806
41	992
41	1374
41	1821
41	2313
41	2318
41	2759
41	2801
41	2970
41	3030
41	3265
41	3298
41	3424
41	3507
42	8
42	13
42	523
42	553
42	922
42	1100
42	1459
42	1479
42	1504
42	1511
42	1619
42	1735
42	1780
42	1931
42	2249
42	2454
42	2472
42	2631
42	3222
42	3580
43	663
43	877
43	954
43	1099
43	1143
43	1154
43	1456
43	1891
43	1913
43	1930
43	2081
43	2446
43	2518
43	2720
43	2770
43	2911
43	3083
43	3098
43	3476
43	3602
43	3734
44	188
44	487
44	572
44	643
44	672
44	923
44	925
44	1004
44	1041
44	1172
44	1246
44	1286
44	1500
44	1726
44	2248
44	2425
44	2538
44	3180
44	3187
44	3543
45	18
45	180
45	279
45	311
45	805
45	917
45	1084
45	1658
45	1758
45	1795
45	1822
45	2060
45	2122
45	2257
45	2707
45	2805
45	3151
45	3530
45	3570
45	3618
46	203
46	366
46	467
46	645
46	989
46	1043
46	1116
46	1196
46	1302
46	1467
46	1754
46	1799
46	1922
46	2075
46	2449
46	2508
46	3318
46	3422
46	3674
46	3766
47	68
47	223
47	243
47	312
47	391
