17428.000000	15937.000000
6092.000000	18054.000000
16351.000000	7383.000000
5278.000000	15202.000000
9363.000000	21386.000000
16740.000000	18549.000000
19205.000000	14752.000000
7328.000000	14018.000000
14827.000000	19495.000000
6102.000000	12828.000000
12259.000000	5475.000000
14294.000000	12368.000000
18267.000000	5011.000000
15919.000000	19497.000000
11550.000000	19964.000000
19628.000000	7389.000000
18538.000000	5962.000000
13052.000000	19730.000000
18941.000000	9526.000000
12651.000000	14740.000000
5134.000000	19240.000000
6098.000000	14728.000000
17828.000000	20926.000000
10073.000000	6421.000000
5559.000000	10926.000000
20168.000000	10241.000000
6499.000000	19718.000000
10869.000000	18775.000000
11009.000000	17113.000000
11978.000000	9750.000000
7063.000000	9741.000000
17991.000000	6436.000000
7188.000000	16156.000000
10619.000000	6422.000000
5556.000000	12827.000000
16338.000000	14509.000000
16612.000000	14035.000000
15532.000000	7381.000000
19211.000000	11427.000000
12924.000000	15216.000000
17980.000000	12612.000000
14286.000000	16644.000000
15373.000000	19496.000000
11150.000000	14500.000000
17290.000000	16649.000000
18669.000000	9050.000000
6793.000000	7841.000000
12938.000000	7139.000000
5823.000000	15678.000000
10472.000000	11886.000000
10895.000000	4522.000000
11427.000000	12125.000000
15259.000000	7381.000000
16346.000000	10234.000000
19209.000000	12377.000000
7732.000000	17107.000000
6116.000000	5226.000000
19764.000000	7627.000000
15808.000000	5482.000000
8009.000000	15207.000000
9246.000000	10696.000000
8549.000000	18534.000000
6924.000000	10929.000000
16198.000000	16172.000000
12394.000000	6188.000000
6371.000000	14729.000000
8163.000000	5468.000000
7730.000000	18057.000000
12664.000000	7614.000000
7743.000000	10930.000000
18930.000000	15702.000000
17028.000000	10472.000000
18944.000000	8100.000000
6635.000000	19955.000000
10595.000000	19250.000000
6785.000000	12592.000000
16081.000000	5482.000000
4997.000000	19477.000000
7613.000000	7367.000000
8842.000000	7607.000000
5411.000000	17340.000000
9365.000000	19960.000000
18926.000000	17602.000000
11546.000000	21865.000000
16613.000000	13560.000000
13077.000000	5952.000000
13070.000000	9752.000000
16064.000000	14984.000000
12256.000000	6900.000000
14692.000000	18782.000000
19618.000000	12615.000000
12784.000000	16879.000000
16077.000000	7858.000000
13467.000000	16642.000000
10753.000000	7610.000000
13889.000000	9754.000000
17714.000000	8811.000000
